id,name,lat,lon
6375,Métro Place St-Henri (St-Ferdinand / St-Jacques),45.477249,-73.587238
6376,de Chambly / St-Joseph,45.55284236,-73.56529534
6377,Grand Trunk / Hibernia,45.47968,-73.56385
6379,de l'Église / Bannantyne,45.46325354,-73.57587934
6380,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),45.551584,-73.561916
6381,Omer-Lavallée / du Midway,45.54577595,-73.56217459
6383,Bourbonnière / du Mont-Royal,45.55357074,-73.56049418
6384,Darling / Sherbrooke,45.5454589,-73.55666935
6385,de Bordeaux / Gilford,45.53611005,-73.57628703
6386,Métro Préfontaine (Moreau / Hochelaga),45.54178033,-73.55571449
6387,Métro Joliette  (Joliette / Hochelaga),45.54690718,-73.55155706
6388,d'Orléans / Hochelaga,45.55066935,-73.54903581
6389,Boyer / Jean-Talon,45.54158631,-73.61248076
6391,Aylwin / Ontario,45.54428417,-73.5453397
6393,Dézéry / Ontario,45.54111009,-73.54754984
6394,Valois / Ontario,45.54716077,-73.54377329
6395,Métro Viau (Pierre-de-Coubertin / Viau),45.56178282,-73.54661107
6396,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX),45.55421376,-73.55155975
6397,Marché Maisonneuve,45.55321884,-73.53978217
6398,Desjardins / Ontario,45.55119189,-73.54087248
6401,des Seigneurs / Notre-Dame,45.48772279,-73.56908262
6402,Ste-Émilie / Sir-Georges-Etienne-Cartier,45.47266801,-73.58538978
6403,Georges-Vanier / Notre-Dame,45.48504798,-73.57196331
6404,Quesnel / Vinet,45.485889,-73.577514
6405,Duvernay / Charlevoix,45.48209804,-73.57487619
6406,Marché Atwater,45.48020823,-73.57759863
6407,Charlevoix / Lionel-Groulx,45.48392802,-73.57731164
6408,Métro Georges-Vanier (St-Antoine / Canning),45.4891,-73.57656
6409,Lionel-Groulx / George-Vanier,45.48621939,-73.57374698
6410,Métro Crémazie (Crémazie / Lajeunesse),45.54640752,-73.63842845
6411,Clark / Prince-Arthur,45.51330257,-73.57296109
6412,Complexe sportif Claude-Robillard,45.553262,-73.638615
6413,Union / Cathcart,45.50355184,-73.56875539
6414,Parc St-Henri (Laporte / Guay),45.48013379,-73.58590811
6415,de Melrose / Sherbrooke,45.46981979,-73.61696139
6416,Notre-Dame-de-Grâce / Décarie,45.47735334,-73.61537218
6417,de la Salle / Hochelaga,45.5541523,-73.54749352
6418,Paré / Mountain Sights,45.49810026,-73.65294188
6419,Beaucourt / de la Côte-Ste-Catherine,45.491513,-73.633649
6420,Métro Snowdon (de Westbury / Queen-Mary),45.48538473,-73.62814218
6421,Cartier / Rosemont,45.54124722,-73.59104455
6422,Fleury / Lajeunesse,45.55357893,-73.66208285
