STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
39,001,770100,1,1318,+39.009503,-083.372627
39,001,770100,2,1360,+38.952032,-083.417220
39,001,770100,3,1268,+38.949458,-083.396960
39,001,770100,4,918,+38.909075,-083.379823
39,001,770200,1,1385,+38.982812,-083.474112
39,001,770200,2,1285,+38.993430,-083.592848
39,001,770200,3,1029,+38.940589,-083.571958
39,001,770200,4,1116,+38.944015,-083.648081
39,001,770300,1,1566,+38.845880,-083.483396
39,001,770300,2,2299,+38.880067,-083.570481
39,001,770300,3,1466,+38.870811,-083.650373
39,001,770300,4,1633,+38.764682,-083.638162
39,001,770400,1,808,+38.795239,-083.516986
39,001,770400,2,1367,+38.804247,-083.541955
39,001,770400,3,1133,+38.787808,-083.533232
39,001,770400,4,1640,+38.774287,-083.564756
39,001,770500,1,1467,+38.836350,-083.382063
39,001,770500,2,1107,+38.736739,-083.308113
39,001,770500,3,868,+38.730983,-083.395573
39,001,770600,1,770,+38.713795,-083.541522
39,001,770600,2,1728,+38.690067,-083.605344
39,001,770600,3,1019,+38.687651,-083.646580
39,003,010100,1,1860,+40.891122,-083.899577
39,003,010100,2,1404,+40.901557,-083.897967
39,003,010100,3,1141,+40.888416,-083.886893
39,003,010200,1,865,+40.831147,-084.087362
39,003,010200,2,1018,+40.873647,-083.935834
39,003,010200,3,1051,+40.866240,-084.056663
39,003,010200,4,1176,+40.845570,-083.979090
39,003,010300,1,831,+40.801366,-084.166375
39,003,010300,2,845,+40.838225,-084.172212
39,003,010600,1,1148,+40.721134,-084.365152
39,003,010600,2,1515,+40.736265,-084.267216
39,003,010600,3,1316,+40.708975,-084.312597
39,003,010600,4,1159,+40.703322,-084.348626
39,003,010800,1,1265,+40.789075,-084.199985
39,003,010800,2,765,+40.772296,-084.209853
39,003,010800,3,1881,+40.778199,-084.196755
39,003,010800,4,1363,+40.764075,-084.182403
39,003,010800,5,1197,+40.746107,-084.182199
39,003,010800,6,1523,+40.729909,-084.194952
39,003,010900,1,1535,+40.758618,-084.154277
39,003,010900,2,866,+40.740904,-084.154424
39,003,010900,3,2114,+40.731552,-084.157369
