STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
48,001,950100,1,1328,+32.056400,-095.505062
48,001,950100,2,1930,+31.980992,-095.496818
48,001,950100,3,1427,+31.971132,-095.604035
48,001,950401,1,5422,+31.755614,-095.823901
48,001,950402,1,7535,+31.784637,-095.902841
48,001,950500,1,709,+31.783393,-095.615877
48,001,950500,2,564,+31.768444,-095.618550
48,001,950500,3,1831,+31.773793,-095.631322
48,001,950500,4,1273,+31.781631,-095.646925
48,001,950600,1,2065,+31.764239,-095.657866
48,001,950600,2,1622,+31.731619,-095.684143
48,001,950600,3,1393,+31.747159,-095.654015
48,001,950600,4,1325,+31.741664,-095.669326
48,001,950700,1,839,+31.743828,-095.630140
48,001,950700,2,692,+31.756872,-095.638505
48,001,950700,3,1109,+31.759840,-095.630160
48,001,950800,1,1503,+31.728985,-095.610750
48,001,950800,2,1230,+31.742726,-095.610232
48,001,950800,3,1070,+31.757808,-095.620483
48,001,950800,4,774,+31.753173,-095.619676
48,001,950800,5,669,+31.747693,-095.616546
48,001,950901,1,1163,+31.685139,-095.711399
48,001,950901,2,690,+31.706302,-095.624665
48,001,950901,3,622,+31.710768,-095.732396
48,001,950901,4,3463,+31.759529,-095.751656
48,001,950902,1,975,+31.729114,-095.552086
48,001,950902,2,1617,+31.786360,-095.540642
48,001,950902,3,907,+31.825532,-095.648914
48,001,950902,4,1335,+31.831219,-095.578121
48,001,951000,1,1382,+31.612956,-095.426631
48,001,951000,2,2238,+31.660583,-095.534685
48,001,951000,3,701,+31.655195,-095.624311
48,001,951000,4,1250,+31.596024,-095.628440
48,001,951000,5,691,+31.620177,-095.582557
48,001,951000,6,726,+31.627891,-095.573522
48,001,951100,1,1803,+31.961593,-095.756133
48,001,951100,2,900,+31.924722,-095.949012
48,001,951100,3,1076,+31.830410,-095.782925
48,001,951100,4,609,+31.864958,-095.822326
48,003,950100,1,1678,+32.341820,-102.557646
48,003,950200,1,1540,+32.333047,-102.541474
48,003,950200,2,1029,+32.327107,-102.542873
48,003,950200,3,1250,+32.327870,-102.554484
48,003,950200,4,813,+32.325412,-102.562560
48,003,950200,5,1003,+32.329463,-102.566177
48,003,950200,6,838,+32.321611,-102.561416
48,003,950300,1,1720,+32.312530,-102.546394
48,003,950300,2,1594,+32.315776,-102.556403
48,003,950300,3,610,+32.322221,-102.543969
48,003,950400,1,2711,+32.302912,-102.494399
48,005,000101,1,3100,+31.416117,-094.858487
48,005,000101,2,1317,+31.453937,-094.809455
48,005,000101,3,1894,+31.425093,-094.767639
48,005,000102,1,3526,+31.344092,-094.832742
48,005,000102,2,921,+31.322903,-094.827440
48,005,000200,1,1945,+31.403918,-094.700210
48,005,000200,2,2534,+31.356708,-094.657175
48,005,000200,3,2101,+31.290959,-094.686756
48,005,000301,1,1758,+31.390737,-094.762541
48,005,000301,2,1506,+31.336446,-094.786570
48,005,000301,3,2062,+31.373659,-094.783177
48,005,000302,1,2458,+31.321514,-094.784096
48,005,000302,2,2155,+31.277464,-094.775766
48,005,000400,1,816,+31.356350,-094.750365
48,005,000400,2,1877,+31.338240,-094.760350
48,005,000400,3,1543,+31.332480,-094.742495
48,005,000400,4,1243,+31.342120,-094.737609
48,005,000500,1,767,+31.351614,-094.728251
48,005,000500,2,1724,+31.369168,-094.744962
48,005,000500,3,771,+31.352189,-094.735140
48,005,000500,4,744,+31.362412,-094.719484
48,005,000600,1,1625,+31.356141,-094.710789
48,005,000600,2,1696,+31.346870,-094.714737
48,005,000600,3,1545,+31.350204,-094.690978
48,005,000600,4,1550,+31.339682,-094.699952
48,005,000700,1,1119,+31.328844,-094.729200
48,005,000700,2,961,+31.334765,-094.724580
48,005,000700,3,1212,+31.343919,-094.722581
48,005,000800,1,2573,+31.303973,-094.707722
48,005,000800,2,1402,+31.324657,-094.699987
48,005,000800,3,1352,+31.320130,-094.712998
48,005,000800,4,972,+31.332029,-094.712856
48,005,000901,1,2060,+31.310754,-094.764650
48,005,000901,2,1524,+31.321217,-094.744379
48,005,000901,3,1666,+31.317143,-094.734516
48,005,000901,4,1092,+31.314413,-094.754520
