STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
37,001,020100,1,1360,+36.099206,-079.447665
37,001,020100,2,1210,+36.092317,-079.450464
37,001,020100,3,825,+36.084728,-079.443690
37,001,020100,4,513,+36.093151,-079.437059
37,001,020200,1,956,+36.090557,-079.413092
37,001,020200,2,670,+36.099226,-079.426625
37,001,020200,3,969,+36.089169,-079.423310
37,001,020200,4,1557,+36.094925,-079.421461
37,001,020300,1,974,+36.110191,-079.406444
37,001,020300,2,1231,+36.103018,-079.413971
37,001,020300,3,1978,+36.101644,-079.400462
37,001,020300,4,1580,+36.098626,-079.390113
37,001,020300,5,2300,+36.087948,-079.392453
37,001,020400,1,2011,+36.124140,-079.437767
37,001,020400,2,1501,+36.114333,-079.420038
37,001,020400,3,729,+36.107761,-079.428013
37,001,020400,4,796,+36.103200,-079.426335
37,001,020400,5,1022,+36.109869,-079.437092
37,001,020501,1,2146,+36.120050,-079.478366
37,001,020501,2,1429,+36.104808,-079.473918
37,001,020502,1,2281,+36.114862,-079.451298
37,001,020502,2,852,+36.103390,-079.439896
37,001,020502,3,649,+36.108086,-079.455198
37,001,020601,1,921,+36.094539,-079.478711
37,001,020601,2,908,+36.087661,-079.491733
37,001,020601,3,1405,+36.085155,-079.477889
37,001,020602,1,623,+36.103623,-079.458252
37,001,020602,2,1791,+36.095553,-079.462867
37,001,020701,1,896,+36.076193,-079.491223
37,001,020701,2,1187,+36.076291,-079.470828
37,001,020701,3,1214,+36.071291,-079.485072
37,001,020701,4,1222,+36.062343,-079.481529
37,001,020702,1,1352,+36.078018,-079.457546
37,001,020702,2,1100,+36.073997,-079.450935
37,001,020702,3,1314,+36.070317,-079.458866
37,001,020702,4,976,+36.062870,-079.459774
37,001,020801,1,739,+36.066635,-079.424915
37,001,020801,2,711,+36.044831,-079.449288
37,001,020802,1,725,+36.085776,-079.431018
37,001,020802,2,1154,+36.083921,-079.436289
37,001,020802,3,1284,+36.075498,-079.434565
37,001,020802,4,929,+36.077906,-079.424873
37,001,020802,5,674,+36.080890,-079.418155
37,001,020802,6,1091,+36.072222,-079.420714
37,001,020901,1,1089,+36.065963,-079.408066
37,001,020901,2,998,+36.052943,-079.405170
37,001,020901,3,1496,+36.050862,-079.425586
37,001,020902,1,2039,+36.033649,-079.417567
37,001,020902,2,1341,+36.039330,-079.403587
37,001,021000,1,1060,+36.074756,-079.393415
37,001,021000,2,1809,+36.079137,-079.399574
37,001,021000,3,851,+36.073941,-079.406900
37,001,021101,1,565,+36.073877,-079.384335
37,001,021101,2,1512,+36.066569,-079.377408
37,001,021101,3,591,+36.064429,-079.394054
37,001,021102,1,1004,+36.056005,-079.391412
37,001,021102,2,1184,+36.050831,-079.386471
37,001,021102,3,1130,+36.034444,-079.379071
37,001,021201,1,2157,+36.116460,-079.342652
37,001,021201,2,2118,+36.112754,-079.361979
37,001,021201,3,977,+36.083376,-079.350760
37,001,021204,1,1225,+36.046963,-079.286031
37,001,021204,2,1910,+36.037250,-079.324028
37,001,021204,3,1145,+36.045373,-079.341465
37,001,021205,1,1089,+36.079306,-079.281523
37,001,021205,2,848,+36.086539,-079.266535
37,001,021205,3,2699,+36.066903,-079.289483
37,001,021206,1,1168,+36.078478,-079.327176
37,001,021206,2,1820,+36.082222,-079.296408
37,001,021206,3,1332,+36.090986,-079.276222
37,001,021207,1,1623,+36.105772,-079.291574
37,001,021207,2,1463,+36.102547,-079.267393
37,001,021300,1,1339,+36.190164,-079.349505
37,001,021300,2,1257,+36.207123,-079.309505
37,001,021300,3,998,+36.212752,-079.272058
37,001,021300,4,1485,+36.128748,-079.273250
37,001,021300,5,978,+36.148302,-079.321980
37,001,021400,1,1536,+36.143979,-079.412794
37,001,021400,2,1114,+36.204136,-079.407077
37,001,021500,1,1176,+36.190072,-079.507507
37,001,021500,2,1420,+36.222034,-079.485373
37,001,021500,3,778,+36.171604,-079.450062
37,001,021500,4,1307,+36.153484,-079.465739
37,001,021600,1,1110,+36.162254,-079.510565
37,001,021600,2,1229,+36.136844,-079.497501
37,001,021600,3,1661,+36.109899,-079.529184
37,001,021600,4,2934,+36.107802,-079.503829
37,001,021701,1,1175,+36.091788,-079.531360
37,001,021701,2,1448,+36.098859,-079.527919
37,001,021701,3,614,+36.084698,-079.521576
37,001,021702,1,1726,+36.101429,-079.504532
37,001,021702,2,2149,+36.088718,-079.504032
37,001,021702,3,1407,+36.092579,-079.516498
37,001,021703,1,2460,+36.054573,-079.514462
37,001,021703,2,2406,+36.073697,-079.514582
37,001,021801,1,2187,+36.023312,-079.480573
37,001,021801,2,1279,+35.988938,-079.501231
