STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
16,001,000100,1,1044,+43.622799,-116.203453
16,001,000100,2,877,+43.611794,-116.197439
16,001,000100,3,1976,+43.618028,-116.213632
16,001,000201,1,1731,+43.629314,-116.185345
16,001,000201,2,707,+43.642078,-116.193635
16,001,000201,3,758,+43.628337,-116.188054
16,001,000202,1,1628,+43.654200,-116.212174
16,001,000202,2,1325,+43.668859,-116.239645
16,001,000202,3,1459,+43.651378,-116.181213
16,001,000202,4,1023,+43.646360,-116.199589
16,001,000302,1,1182,+43.658235,-116.246672
16,001,000302,2,2102,+43.652617,-116.245105
16,001,000303,1,2087,+43.652830,-116.258496
16,001,000304,1,2385,+43.672697,-116.273930
16,001,000304,2,2948,+43.661822,-116.257547
16,001,000304,3,1061,+43.669787,-116.261114
16,001,000400,1,856,+43.645689,-116.238072
16,001,000400,2,2129,+43.630252,-116.230605
16,001,000400,3,870,+43.627570,-116.224139
16,001,000400,4,950,+43.624690,-116.221148
16,001,000400,5,1131,+43.643065,-116.243722
16,001,000500,1,1796,+43.648230,-116.228089
16,001,000500,2,616,+43.642970,-116.221666
16,001,000500,3,1076,+43.638610,-116.218305
16,001,000500,4,1451,+43.631628,-116.217361
16,001,000500,5,1018,+43.638880,-116.227468
16,001,000600,1,766,+43.638530,-116.209611
16,001,000600,2,1156,+43.633913,-116.206651
16,001,000600,3,686,+43.631125,-116.204606
16,001,000600,4,750,+43.629257,-116.204121
16,001,000600,5,812,+43.627484,-116.203733
16,001,000600,6,1276,+43.624493,-116.197559
16,001,000701,1,1637,+43.604679,-116.174638
16,001,000701,2,1243,+43.612484,-116.180792
16,001,000701,3,1806,+43.607356,-116.186569
16,001,000702,1,3144,+43.600595,-116.157103
16,001,000802,1,809,+43.586513,-116.188421
16,001,000802,2,817,+43.581891,-116.188637
16,001,000802,3,1427,+43.574565,-116.187251
16,001,000802,4,2344,+43.575404,-116.178413
16,001,000803,1,842,+43.573967,-116.168975
16,001,000803,2,831,+43.569575,-116.168409
16,001,000803,3,941,+43.570952,-116.158687
16,001,000803,4,1740,+43.566230,-116.160423
16,001,000804,1,2743,+43.589632,-116.181258
16,001,000804,2,1564,+43.590090,-116.173492
16,001,000804,3,1297,+43.596165,-116.190727
16,001,000805,1,2239,+43.573423,-116.152200
16,001,000805,2,919,+43.580097,-116.168361
16,001,000900,1,2430,+43.602754,-116.203901
16,001,000900,2,717,+43.597432,-116.198387
16,001,000900,3,1214,+43.594511,-116.200279
16,001,000900,4,1399,+43.585316,-116.197005
16,001,001000,1,1542,+43.610942,-116.222514
16,001,001000,2,1778,+43.603540,-116.223036
16,001,001000,3,1774,+43.603813,-116.234650
16,001,001000,4,903,+43.612767,-116.236567
16,001,001100,1,1564,+43.643659,-116.260117
16,001,001100,2,1436,+43.635062,-116.248915
16,001,001100,3,1093,+43.627458,-116.241710
16,001,001201,1,1965,+43.634663,-116.265068
16,001,001201,2,1519,+43.630306,-116.268998
16,001,001202,1,1131,+43.615573,-116.269196
16,001,001202,2,2566,+43.623022,-116.265933
16,001,001202,3,2694,+43.618323,-116.258260
16,001,001400,1,1495,+43.600530,-116.238620
16,001,001400,2,1257,+43.593719,-116.238451
16,001,001400,3,1069,+43.600109,-116.249140
16,001,001400,4,1561,+43.593936,-116.249440
16,001,001500,1,1463,+43.597364,-116.214901
16,001,001500,2,943,+43.591639,-116.214997
16,001,001500,3,1088,+43.593493,-116.228502
16,001,001600,1,1246,+43.583020,-116.203890
16,001,001600,2,2183,+43.575544,-116.205852
16,001,001600,3,738,+43.585683,-116.211228
16,001,001700,1,918,+43.587201,-116.218465
16,001,001700,2,1635,+43.580014,-116.216211
16,001,001700,3,1484,+43.585874,-116.228996
16,001,001700,4,1678,+43.580903,-116.222645
16,001,001800,1,1248,+43.576510,-116.228114
16,001,001800,2,1424,+43.579538,-116.239549
16,001,001800,3,1813,+43.584008,-116.248587
16,001,001900,1,2800,+43.589771,-116.260849
16,001,001900,2,1002,+43.593466,-116.269708
16,001,001900,3,1268,+43.597270,-116.279746
16,001,002000,1,772,+43.609349,-116.247258
16,001,002000,2,3102,+43.606834,-116.264614
