STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
41,001,950100,1,853,+44.636562,-118.105306
41,001,950100,2,893,+44.908654,-117.962094
41,001,950100,3,1015,+44.848411,-117.991077
41,001,950200,1,979,+44.772577,-117.851527
41,001,950200,2,1209,+44.775328,-117.835077
41,001,950200,3,957,+44.780432,-117.845438
41,001,950300,1,889,+44.761938,-117.837437
41,001,950300,2,1203,+44.754256,-117.802797
41,001,950300,3,556,+44.376823,-117.300497
41,001,950400,1,1370,+44.788600,-117.820498
41,001,950400,2,691,+44.779012,-117.822159
41,001,950400,3,965,+44.775153,-117.822243
41,001,950500,1,1826,+44.811800,-117.827642
41,001,950500,2,804,+44.787316,-117.843577
41,001,950600,1,534,+44.921728,-117.066424
41,001,950600,2,550,+44.883664,-117.113152
41,001,950600,3,840,+44.790640,-117.285758
41,003,000100,1,1270,+44.548384,-123.260385
41,003,000100,2,1333,+44.543695,-123.268647
41,003,000100,3,1438,+44.540667,-123.260669
41,003,000100,4,3018,+44.532120,-123.259448
41,003,000202,1,1419,+44.544083,-123.291017
41,003,000202,2,3815,+44.545433,-123.313209
41,003,000400,1,1987,+44.593822,-123.271144
41,003,000400,2,2975,+44.598761,-123.292456
41,003,000400,3,1786,+44.589040,-123.295069
41,003,000400,4,1072,+44.589353,-123.283303
41,003,000500,1,815,+44.600493,-123.255788
41,003,000500,2,1252,+44.637707,-123.265725
41,003,000500,3,1074,+44.637130,-123.247955
41,003,000600,1,1801,+44.600772,-123.243362
41,003,000600,2,1118,+44.612477,-123.221152
41,003,000600,3,1926,+44.594247,-123.241648
41,003,000900,1,818,+44.581664,-123.287616
41,003,000900,2,752,+44.575014,-123.285188
41,003,000900,3,1954,+44.583701,-123.299980
41,003,000900,4,1049,+44.592125,-123.314569
41,003,000900,5,865,+44.575113,-123.291022
41,003,001001,1,1165,+44.594466,-123.256727
41,003,001001,2,1325,+44.583994,-123.260140
41,003,001001,3,1382,+44.590791,-123.260800
41,003,001002,1,975,+44.581362,-123.279069
41,003,001002,2,1359,+44.580488,-123.270261
41,003,001002,3,825,+44.585425,-123.270094
41,003,001101,1,788,+44.576058,-123.281097
41,003,001101,2,1028,+44.575098,-123.277090
41,003,001101,3,1061,+44.570530,-123.277245
41,003,001101,4,785,+44.571270,-123.280494
41,003,001102,1,867,+44.575223,-123.266948
41,003,001102,2,1455,+44.568885,-123.266531
41,003,001102,3,936,+44.572147,-123.271758
41,003,001102,4,1261,+44.568925,-123.272609
41,003,010100,1,866,+44.654411,-123.097042
41,003,010100,2,1906,+44.669156,-123.134762
41,003,010100,3,2429,+44.650919,-123.124400
41,003,010100,4,1625,+44.675349,-123.155999
41,003,010100,5,1693,+44.661878,-123.119978
41,003,010200,1,1938,+44.671084,-123.224622
41,003,010200,2,1131,+44.616257,-123.371348
41,003,010200,3,1021,+44.628053,-123.499620
41,003,010300,1,1308,+44.500130,-123.388191
41,003,010300,2,980,+44.491386,-123.490372
41,003,010300,3,915,+44.387838,-123.575419
41,003,010400,1,623,+44.468233,-123.282271
41,003,010400,2,822,+44.357442,-123.383033
41,003,010400,3,2363,+44.322350,-123.302448
41,003,010600,1,1330,+44.565532,-123.261554
41,003,010600,2,1217,+44.563143,-123.268703
41,003,010600,3,1260,+44.558905,-123.271368
41,003,010600,4,1700,+44.562609,-123.274179
41,003,010702,1,1280,+44.569667,-123.287322
41,003,010702,2,1503,+44.564319,-123.281842
41,003,010702,3,862,+44.556888,-123.281502
41,003,010800,1,741,+44.535984,-123.363408
41,003,010800,2,1032,+44.538181,-123.350243
