STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
49,001,100100,1,699,+38.297937,-112.621330
49,001,100100,2,1691,+38.281940,-112.631695
49,001,100100,3,1428,+38.278285,-112.644079
49,001,100200,1,668,+38.315273,-112.937523
49,001,100200,2,854,+38.213730,-112.925478
49,001,100200,3,1289,+38.396599,-113.014687
49,003,960100,1,938,+41.723548,-112.350008
49,003,960100,2,1527,+41.845560,-112.181463
49,003,960100,3,687,+41.839107,-113.167349
49,003,960200,1,1508,+41.806451,-112.122148
49,003,960200,2,963,+41.755276,-112.134386
49,003,960200,3,1788,+41.733181,-112.160840
49,003,960200,4,1270,+41.668075,-112.076948
49,003,960200,5,696,+41.641223,-112.081153
49,003,960200,6,676,+41.743770,-112.161400
49,003,960300,1,1328,+41.699326,-112.136969
49,003,960300,2,1375,+41.700938,-112.174705
49,003,960300,3,814,+41.713898,-112.165864
49,003,960300,4,1454,+41.706330,-112.171390
49,003,960300,5,2199,+41.717936,-112.184520
49,003,960300,6,1016,+41.721489,-112.162877
49,003,960400,1,1692,+41.669521,-112.246220
49,003,960400,2,1799,+41.631969,-112.131750
49,003,960400,3,1381,+41.552138,-112.125736
49,003,960500,1,1557,+41.534860,-112.024733
49,003,960500,2,1130,+41.516967,-112.030374
49,003,960500,3,1237,+41.518302,-112.018569
49,003,960500,4,1099,+41.509398,-112.020877
49,003,960601,1,1001,+41.521534,-112.011489
49,003,960601,2,1108,+41.518506,-112.002830
49,003,960601,3,711,+41.515785,-112.011213
49,003,960601,4,900,+41.509072,-112.011087
49,003,960602,1,930,+41.525294,-111.998963
49,003,960602,2,904,+41.511545,-111.998947
49,003,960602,3,595,+41.526439,-112.011084
49,003,960701,1,1040,+41.503205,-112.021897
49,003,960701,2,1977,+41.495681,-112.026600
49,003,960701,3,1748,+41.490363,-112.021479
49,003,960702,1,1284,+41.496105,-112.008646
49,003,960702,2,997,+41.501915,-112.010467
49,003,960801,1,682,+41.497635,-111.941464
49,003,960801,2,1564,+41.393623,-112.031363
49,003,960801,3,1960,+41.391378,-112.039783
49,003,960802,1,1643,+41.474990,-112.022274
49,003,960802,2,1269,+41.465601,-112.035572
49,003,960802,3,1528,+41.457376,-112.038609
49,005,000101,1,1625,+41.914824,-111.806692
49,005,000101,2,1509,+41.968942,-111.858809
49,005,000101,3,1465,+41.939308,-111.801516
49,005,000102,1,812,+41.962434,-111.934429
49,005,000102,2,751,+41.920235,-112.050942
49,005,000201,1,1892,+41.844929,-111.840675
49,005,000201,2,1336,+41.831065,-111.844203
49,005,000202,1,1154,+41.832351,-111.826400
49,005,000202,2,2324,+41.825788,-111.817857
49,005,000202,3,1716,+41.845788,-111.826166
49,005,000202,4,1759,+41.838158,-111.812392
49,005,000300,1,1092,+41.865995,-111.911815
49,005,000300,2,1106,+41.851314,-111.991091
49,005,000300,3,2086,+41.729700,-111.890703
49,005,000300,4,3208,+41.707016,-111.867167
49,005,000401,1,1990,+41.766191,-111.826179
49,005,000401,2,1348,+41.769033,-111.811864
49,005,000402,1,1755,+41.788498,-111.791573
49,005,000402,2,1363,+41.765253,-111.799300
49,005,000403,1,1785,+41.783342,-111.813977
49,005,000403,2,1364,+41.785956,-111.829075
49,005,000403,3,1227,+41.801799,-111.821148
49,005,000403,4,1378,+41.801892,-111.810220
49,005,000501,1,1168,+41.745497,-111.839289
49,005,000501,2,1337,+41.738852,-111.839152
49,005,000501,3,1482,+41.739982,-111.845925
49,005,000501,4,1141,+41.747242,-111.844849
49,005,000502,1,3140,+41.761332,-111.843991
49,005,000502,2,2091,+41.752288,-111.841107
49,005,000600,1,877,+41.755209,-111.816841
49,005,000600,2,1376,+41.754361,-111.826826
49,005,000600,3,554,+41.747148,-111.827294
49,005,000600,4,1163,+41.751266,-111.818097
49,005,000600,5,1229,+41.746367,-111.818928
49,005,000600,6,1869,+41.748525,-111.816184
49,005,000701,1,1658,+41.757187,-111.789946
49,005,000701,2,2273,+41.751197,-111.799577
49,005,000701,3,589,+41.738972,-111.806981
49,005,000702,1,206,+41.753548,-111.809295
49,005,000702,2,1419,+41.744884,-111.810051
49,005,000702,3,1095,+41.751336,-111.806649
49,005,000800,1,1583,+41.741127,-111.819054
49,005,000800,2,1105,+41.741402,-111.825817
49,005,000800,3,895,+41.737564,-111.831804
49,005,000800,4,1212,+41.736611,-111.826492
49,005,000900,1,1639,+41.734202,-111.818416
49,005,000900,2,888,+41.728656,-111.823194
49,005,000900,3,847,+41.726529,-111.831090
49,005,001001,1,1616,+41.718682,-111.854340
49,005,001001,2,1410,+41.725858,-111.854648
49,005,001002,1,647,+41.732658,-111.839841
49,005,001002,2,807,+41.725807,-111.843436
49,005,001002,3,2117,+41.718820,-111.841373
49,005,001002,4,989,+41.731617,-111.846154
49,005,001101,1,2399,+41.714404,-111.821309
49,005,001101,2,1145,+41.705601,-111.801965
49,005,001101,3,2052,+41.705972,-111.832398
49,005,001102,1,1469,+41.734275,-111.801898
49,005,001102,2,1219,+41.723457,-111.819684
49,005,001102,3,1542,+41.727069,-111.801896
49,005,001201,1,2102,+41.693196,-111.822693
49,005,001201,2,1625,+41.696325,-111.809914
49,005,001201,3,1228,+41.672165,-111.817238
49,005,001202,1,1694,+41.667295,-111.842107
49,005,001202,2,3693,+41.682590,-111.853965
49,005,001300,1,2040,+41.710895,-111.979756
49,005,001300,2,2220,+41.635714,-111.926286
49,005,001300,3,1857,+41.634081,-111.941620
49,005,001401,1,1447,+41.630997,-111.822478
49,005,001401,2,1771,+41.627457,-111.840076
49,005,001401,3,878,+41.640504,-111.835981
49,005,001402,1,1192,+41.641371,-111.874069
49,005,001402,2,1528,+41.632255,-111.866628
49,005,001402,3,945,+41.631499,-111.853825
49,005,001500,1,990,+41.579028,-111.837944
49,005,001500,2,1048,+41.565603,-111.831032
49,005,980100,1,105,+41.680255,-111.763455
49,007,000100,1,1407,+39.610261,-110.787969
49,007,000100,2,2402,+39.553338,-110.734320
49,007,000200,1,1653,+39.599588,-110.817242
49,007,000200,2,1398,+39.616132,-110.804135
49,007,000200,3,1418,+39.625774,-110.840608
49,007,000300,1,1098,+39.608666,-110.801335
49,007,000300,2,1274,+39.592475,-110.804870
49,007,000300,3,976,+39.594878,-110.792339
49,007,000300,4,1113,+39.603753,-110.805018
49,007,000500,1,1930,+39.595520,-110.850400
49,007,000500,2,2318,+39.686369,-110.860434
49,007,000600,1,1683,+39.545954,-110.408682
49,007,000600,2,1146,+39.667259,-110.842016
49,007,000600,3,1587,+39.535290,-110.777000
49,009,960100,1,1059,+40.967854,-109.646088
49,011,125102,1,1647,+41.077229,-111.906837
49,011,125102,2,2496,+41.026956,-111.904321
49,011,125103,1,2506,+41.134008,-111.944544
49,011,125103,2,1787,+41.107109,-111.945187
49,011,125104,1,2204,+41.125370,-111.922553
49,011,125104,2,1641,+41.120263,-111.914258
49,011,125104,3,1943,+41.109946,-111.918525
49,011,125200,1,1208,+41.106941,-111.999419
49,011,125200,2,2111,+41.112152,-111.998108
49,011,125301,1,1187,+41.149977,-112.031416
49,011,125301,2,1468,+41.143774,-112.031032
49,011,125301,3,1237,+41.136093,-112.031181
