STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
26,001,000100,1,627,+44.774198,-083.483869
26,001,000100,2,1180,+44.834050,-083.522644
26,001,970100,1,1144,+44.754610,-083.340739
26,001,970100,2,1405,+44.646668,-083.309256
26,001,970400,1,1456,+44.681360,-083.429128
26,001,970400,2,1557,+44.599491,-083.468636
26,001,970500,1,716,+44.578727,-083.777087
26,001,970500,2,637,+44.739753,-083.672157
26,001,970500,3,739,+44.552640,-083.706568
26,001,970600,1,850,+44.537044,-083.326109
26,001,970600,2,631,+44.571003,-083.370069
26,001,990000,0,0,+44.682095,-082.828592
26,003,000100,1,1075,+46.539928,-086.280463
26,003,000100,2,1642,+46.396182,-086.583282
26,003,000100,3,1152,+46.413337,-086.656908
26,003,000200,1,1345,+46.395556,-086.963073
26,003,000200,2,1397,+46.418824,-086.715106
26,003,000300,1,1081,+46.270077,-086.978657
26,003,000300,2,1909,+46.322390,-086.709506
26,003,990000,0,0,+47.080076,-086.564107
26,005,030200,1,2295,+42.749975,-086.184714
26,005,030200,2,983,+42.751835,-086.161107
26,005,030300,1,1449,+42.720185,-085.998085
26,005,030300,2,1467,+42.721611,-085.926027
26,005,030300,3,2273,+42.722145,-085.868759
26,005,030300,4,2101,+42.719756,-085.812274
26,005,030401,1,2346,+42.741881,-085.707392
26,005,030401,2,3420,+42.715284,-085.740381
26,005,030401,3,1673,+42.717993,-085.706613
26,005,030402,1,2082,+42.741268,-085.639583
26,005,030402,2,1458,+42.751236,-085.581152
26,005,030402,3,1280,+42.700163,-085.616211
26,005,030500,1,2097,+42.674039,-085.652485
26,005,030500,2,2510,+42.674256,-085.630755
26,005,030500,3,1529,+42.646742,-085.586929
26,005,030500,4,1145,+42.612852,-085.613103
26,005,030600,1,1954,+42.634928,-085.854610
26,005,030600,2,1814,+42.641012,-085.768782
26,005,030600,3,1189,+42.642446,-085.701809
26,005,030702,1,2555,+42.657446,-085.971589
26,005,030702,2,2208,+42.558188,-085.935526
26,005,030703,1,1642,+42.587480,-086.092395
26,005,030703,2,1010,+42.534239,-086.078779
26,005,030704,1,2447,+42.608823,-086.085858
26,005,030704,2,1972,+42.665570,-086.053854
26,005,030800,1,1686,+42.634997,-086.162457
26,005,030800,2,1308,+42.631371,-086.206756
26,005,030800,3,866,+42.648812,-086.209729
26,005,030800,4,1241,+42.665343,-086.186527
26,005,030901,1,1053,+42.483929,-086.188769
26,005,030901,2,817,+42.441977,-086.249929
26,005,030901,3,967,+42.440492,-086.187340
26,005,030902,1,840,+42.522353,-086.196958
26,005,030902,2,1679,+42.568998,-086.188612
26,005,031000,1,1457,+42.469088,-086.108632
26,005,031000,2,1400,+42.486011,-086.074577
26,005,031000,3,1515,+42.451705,-086.035225
26,005,031000,4,1118,+42.482102,-085.938238
26,005,031000,5,724,+42.437012,-085.938226
26,005,031100,1,1042,+42.505731,-085.876136
26,005,031100,2,707,+42.521306,-085.806384
26,005,031100,3,1365,+42.491485,-085.823973
26,005,031100,4,1348,+42.553389,-085.879927
26,005,031100,5,966,+42.574440,-085.818737
26,005,031100,6,981,+42.435869,-085.837864
26,005,031200,1,1429,+42.535941,-085.856826
26,005,031200,2,1463,+42.534134,-085.841156
26,005,031200,3,1594,+42.518897,-085.843561
26,005,031200,4,1011,+42.526907,-085.861915
26,005,031300,1,1267,+42.555345,-085.735606
26,005,031300,2,2099,+42.544155,-085.656027
26,005,031300,3,1326,+42.554024,-085.585630
26,005,031800,1,1127,+42.464244,-085.749360
26,005,031800,2,1212,+42.469589,-085.709364
26,005,031800,3,1392,+42.448434,-085.715438
26,005,031800,4,755,+42.456721,-085.701809
26,005,031900,1,895,+42.475880,-085.682645
26,005,031900,2,993,+42.456298,-085.693320
26,005,031900,3,1738,+42.445598,-085.686721
26,005,031900,4,1381,+42.442266,-085.670228
26,005,032000,1,1597,+42.483757,-085.603452
26,005,032000,2,1494,+42.468215,-085.648810
26,005,032000,3,1202,+42.443932,-085.654476
