STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
50,001,960100,1,1023,+44.215607,-073.000864
50,001,960100,2,754,+44.252109,-073.045676
50,001,960100,3,1980,+44.230856,-073.133660
50,001,960200,1,1400,+44.213828,-073.213385
50,001,960200,2,1375,+44.210988,-073.277885
50,001,960300,1,893,+44.169308,-073.260546
50,001,960300,2,1695,+44.163436,-073.248335
50,001,960400,1,1727,+44.102382,-073.162136
50,001,960400,2,1163,+44.141064,-073.279745
50,001,960400,3,1371,+44.067178,-073.344008
50,001,960400,4,833,+44.046221,-073.212958
50,001,960500,1,1963,+44.127502,-073.068245
50,001,960500,2,1157,+44.135506,-073.087859
50,001,960500,3,774,+44.136735,-073.108344
50,001,960600,1,1271,+44.102664,-072.980460
50,001,960600,2,752,+43.963224,-073.018827
50,001,960600,3,621,+43.953780,-072.847697
50,001,960700,1,970,+44.020319,-073.095508
50,001,960700,2,857,+44.026075,-073.149880
50,001,960700,3,1332,+44.010131,-073.154407
50,001,960700,4,798,+43.974535,-073.102806
50,001,960800,1,663,+44.024974,-073.172750
50,001,960800,2,3217,+44.010796,-073.179203
50,001,960800,3,659,+43.991907,-073.154273
50,001,960900,1,1604,+43.935941,-073.216963
50,001,960900,2,1218,+43.987974,-073.329398
50,001,960900,3,1265,+43.896267,-073.311378
50,001,960900,4,1250,+43.803940,-073.290635
50,001,961000,1,1136,+43.924818,-073.109202
50,001,961000,2,1100,+43.867429,-073.094919
50,003,970200,1,665,+43.240641,-073.009330
50,003,970200,2,1366,+43.255675,-073.073536
50,003,970300,1,1119,+43.227347,-073.201666
50,003,970400,1,1118,+43.185861,-073.026692
50,003,970400,2,551,+43.191107,-073.046493
50,003,970400,3,1023,+43.178128,-073.077123
50,003,970400,4,1699,+43.163795,-073.048948
50,003,970500,1,533,+43.251471,-072.882806
50,003,970500,2,428,+43.180704,-072.937844
50,003,970500,3,341,+43.139238,-072.887586
50,003,970600,1,956,+43.085914,-073.117299
50,003,970600,2,541,+42.895498,-073.074248
50,003,970600,3,824,+42.768958,-073.069571
50,003,970600,4,763,+42.784065,-072.963388
50,003,970700,1,1167,+43.070599,-073.148499
50,003,970700,2,1150,+43.073726,-073.187838
50,003,970800,1,1326,+42.970889,-073.184252
50,003,970800,2,845,+42.986627,-073.232402
50,003,970800,3,1419,+42.941118,-073.230955
50,003,970900,1,952,+42.901426,-073.176892
50,003,970900,2,1312,+42.908294,-073.201415
50,003,971000,1,1569,+42.878134,-073.238094
50,003,971000,2,2131,+42.922039,-073.237608
50,003,971100,1,2217,+42.872345,-073.167929
50,003,971100,2,1334,+42.872182,-073.204689
50,003,971100,3,1176,+42.865349,-073.189062
50,003,971200,1,696,+42.880814,-073.182292
50,003,971200,2,1076,+42.883691,-073.187449
50,003,971200,3,987,+42.883842,-073.196814
50,003,971200,4,636,+42.887207,-073.204628
50,003,971200,5,596,+42.876708,-073.200061
50,003,971200,6,1082,+42.877359,-073.191515
50,003,971300,1,1544,+42.804054,-073.197298
50,003,971300,2,943,+42.799758,-073.241964
50,003,971300,3,1040,+42.765063,-073.231405
50,005,957000,1,1610,+44.667362,-071.992245
50,005,957000,2,935,+44.476648,-072.250782
50,005,957000,3,1730,+44.583392,-072.128662
50,005,957100,1,1092,+44.629018,-071.968785
50,005,957100,2,1154,+44.558376,-071.922217
50,005,957200,1,1078,+44.532554,-071.969760
50,005,957200,2,1568,+44.535677,-071.996313
50,005,957300,1,785,+44.575451,-072.011952
50,005,957300,2,748,+44.536102,-072.009003
50,005,957300,3,1802,+44.534679,-072.032436
50,005,957400,1,1527,+44.440154,-072.035199
50,005,957400,2,1288,+44.420723,-072.016767
50,005,957400,3,1037,+44.420537,-072.022136
50,005,957500,1,1763,+44.453242,-071.993212
50,005,957500,2,866,+44.439155,-072.012754
50,005,957500,3,1122,+44.417064,-072.005270
50,005,957600,1,1336,+44.442273,-072.135162
50,005,957600,2,860,+44.401969,-072.123087
50,005,957700,1,1626,+44.522643,-072.339347
50,005,957700,2,1384,+44.498293,-072.363850
50,005,957800,1,732,+44.335779,-072.179321
50,005,957800,2,1022,+44.222046,-072.216661
50,005,957800,3,1174,+44.202977,-072.108834
50,005,957900,1,1280,+44.384966,-071.941776
50,005,957900,2,1000,+44.339765,-072.062659
50,005,957900,3,708,+44.285953,-072.104340
50,007,000100,1,2806,+44.518287,-073.252214
50,007,000100,2,1774,+44.509420,-073.242087
50,007,000200,1,1632,+44.518308,-073.267859
50,007,000200,2,1638,+44.512102,-073.258474
50,007,000200,3,935,+44.505175,-073.265957
50,007,000200,4,1420,+44.502961,-073.245093
50,007,000300,1,2053,+44.487977,-073.212978
50,007,000300,2,1346,+44.486324,-073.221848
50,007,000400,1,1228,+44.485077,-073.212025
50,007,000400,2,1129,+44.482361,-073.215812
50,007,000400,3,791,+44.482909,-073.219245
50,007,000500,1,811,+44.486385,-073.207831
50,007,000500,2,2002,+44.482554,-073.208472
50,007,000500,3,1398,+44.478718,-073.207842
50,007,000600,1,3141,+44.484189,-073.193594
50,007,000600,2,2028,+44.481133,-073.203396
50,007,000800,1,1717,+44.465216,-073.211922
50,007,000800,2,737,+44.458695,-073.204569
50,007,000900,1,1079,+44.471389,-073.206993
50,007,000900,2,801,+44.471618,-073.209483
50,007,000900,3,959,+44.472361,-073.212073
50,007,001000,1,1154,+44.477675,-073.215979
50,007,001000,2,1217,+44.466713,-073.217528
50,007,001100,1,1526,+44.451348,-073.213137
50,007,001100,2,895,+44.451234,-073.225025
50,007,002101,1,1313,+44.664356,-073.174359
50,007,002101,2,1510,+44.656360,-073.125821
50,007,002102,1,1383,+44.609747,-073.152210
50,007,002102,2,1403,+44.630813,-073.139086
50,007,002102,3,2789,+44.620055,-073.106304
50,007,002102,4,1954,+44.635611,-073.112501
50,007,002200,1,2055,+44.558019,-073.159336
50,007,002200,2,1030,+44.517812,-073.152263
50,007,002200,3,2771,+44.501543,-073.166503
50,007,002200,4,1566,+44.535024,-073.153087
50,007,002200,5,892,+44.504669,-073.149345
50,007,002301,1,1320,+44.544210,-073.200736
50,007,002301,2,890,+44.594702,-073.201462
50,007,002302,1,1081,+44.551296,-073.250478
50,007,002302,2,962,+44.515411,-073.200867
50,007,002302,3,1591,+44.538647,-073.266348
